skill_id	skill_level	oper_type	mp_consume	cast_range	cast_style	hit_time	is_magic	ani_char	desc	icon_name	extra_eff
28	3	0	22	400	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	4	0	23	400	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	5	0	24	400	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	6	0	25	400	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	7	0	26	400	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	8	0	27	400	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	9	0	28	400	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	10	0	29	400	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	11	0	30	400	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	12	0	31	400	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	13	0	33	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	14	0	34	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	15	0	35	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	16	0	36	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	17	0	37	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	18	0	38	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	19	0	39	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	20	0	40	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	21	0	41	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	22	0	42	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	23	0	43	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	24	0	44	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	25	0	45	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	26	0	46	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	27	0	47	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	28	0	48	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	29	0	49	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	30	0	50	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	31	0	51	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	32	0	52	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	33	0	53	600	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	34	0	54	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	35	0	55	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	36	0	57	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	37	0	58	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	38	0	58	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	39	0	59	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	40	0	60	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	41	0	61	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	42	0	62	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	43	0	63	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	44	0	64	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	45	0	65	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	46	0	66	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	47	0	67	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	48	0	67	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
28	49	0	68	800	1	1.00000000	0	L	skill.ph.28	icon.skill0028	0
45	1	0	75	-1	1	4.00000000	1	D		icon.skill0045	0
45	2	0	79	-1	1	4.00000000	1	D		icon.skill0045	0
45	3	0	83	-1	1	4.00000000	1	D		icon.skill0045	0
45	4	0	88	-1	1	4.00000000	1	D		icon.skill0045	0
45	5	0	88	-1	1	4.00000000	1	D		icon.skill0045	0
45	6	0	92	-1	1	4.00000000	1	D		icon.skill0045	0
45	7	0	99	-1	1	4.00000000	1	D		icon.skill0045	0
45	8	0	103	-1	1	4.00000000	1	D		icon.skill0045	0
45	9	0	107	-1	1	4.00000000	1	D		icon.skill0045	0
56	1	0	19	700	5	3.20000005	0	S		icon.skill0056	0
56	2	0	20	700	5	3.20000005	0	S		icon.skill0056	0
56	3	0	21	700	5	3.20000005	0	S		icon.skill0056	0
56	4	0	25	700	5	3.20000005	0	S		icon.skill0056	0
56	5	0	26	700	5	3.20000005	0	S		icon.skill0056	0
56	6	0	27	700	5	3.20000005	0	S		icon.skill0056	0
56	7	0	34	700	5	3.20000005	0	S		icon.skill0056	0
56	8	0	36	700	5	3.20000005	0	S		icon.skill0056	0
56	9	0	37	700	5	3.20000005	0	S		icon.skill0056	0
56	10	0	43	700	5	3.20000005	0	S		icon.skill0056	0
56	11	0	44	700	5	3.20000005	0	S		icon.skill0056	0
56	12	0	44	700	5	3.20000005	0	S		icon.skill0056	0
56	13	0	46	700	5	3.20000005	0	S		icon.skill0056	0
56	14	0	48	700	5	3.20000005	0	S		icon.skill0056	0
56	15	0	50	700	5	3.20000005	0	S		icon.skill0056	0
56	16	0	54	700	5	3.20000005	0	S		icon.skill0056	0
56	17	0	57	700	5	3.20000005	0	S		icon.skill0056	0
56	18	0	59	700	5	3.20000005	0	S		icon.skill0056	0
56	19	0	62	700	5	3.20000005	0	S		icon.skill0056	0
56	20	0	62	700	5	3.20000005	0	S		icon.skill0056	0
56	21	0	65	700	5	3.20000005	0	S		icon.skill0056	0
56	22	0	69	700	5	3.20000005	0	S		icon.skill0056	0
56	23	0	72	700	5	3.20000005	0	S		icon.skill0056	0
56	24	0	74	700	5	3.20000005	0	S		icon.skill0056	0
58	1	0	40	-1	1	5.00000000	1	D		icon.skill0058	0
58	2	0	43	-1	1	5.00000000	1	D		icon.skill0058	0
58	3	0	45	-1	1	5.00000000	1	D		icon.skill0058	0
58	4	0	53	-1	1	5.00000000	1	D		icon.skill0058	0
58	5	0	57	-1	1	5.00000000	1	D		icon.skill0058	0
58	6	0	59	-1	1	5.00000000	1	D		icon.skill0058	0
58	7	0	62	-1	1	5.00000000	1	D		icon.skill0058	0
58	8	0	65	-1	1	5.00000000	1	D		icon.skill0058	0
58	9	0	69	-1	1	5.00000000	1	D		icon.skill0058	0
58	10	0	75	-1	1	5.00000000	1	D		icon.skill0058	0
58	11	0	79	-1	1	5.00000000	1	D		icon.skill0058	0
58	12	0	83	-1	1	5.00000000	1	D		icon.skill0058	0
58	13	0	88	-1	1	5.00000000	1	D		icon.skill0058	0
58	14	0	88	-1	1	5.00000000	1	D		icon.skill0058	0
58	15	0	92	-1	1	5.00000000	1	D		icon.skill0058	0
58	16	0	99	-1	1	5.00000000	1	D		icon.skill0058	0
58	17	0	103	-1	1	5.00000000	1	D		icon.skill0058	0
58	18	0	107	-1	1	5.00000000	1	D		icon.skill0058	0
58	19	0	115	-1	1	5.00000000	1	D		icon.skill0058	0
58	20	0	119	-1	1	5.00000000	1	D		icon.skill0058	0
58	21	0	122	-1	1	5.00000000	1	D		icon.skill0058	0
58	22	0	122	-1	1	5.00000000	1	D		icon.skill0058	0
58	23	0	127	-1	1	5.00000000	1	D		icon.skill0058	0
58	24	0	130	-1	1	5.00000000	1	D		icon.skill0058	0
58	25	0	134	-1	1	5.00000000	1	D		icon.skill0058	0
58	26	0	139	-1	1	5.00000000	1	D		icon.skill0058	0
58	27	0	143	-1	1	5.00000000	1	D		icon.skill0058	0
58	28	0	148	-1	1	5.00000000	1	D		icon.skill0058	0
58	29	0	152	-1	1	5.00000000	1	D		icon.skill0058	0
58	30	0	157	-1	1	5.00000000	1	D		icon.skill0058	0
58	31	0	159	-1	1	5.00000000	1	D		icon.skill0058	0
58	32	0	159	-1	1	5.00000000	1	D		icon.skill0058	0
58	33	0	164	-1	1	5.00000000	1	D		icon.skill0058	0
58	34	0	168	-1	1	5.00000000	1	D		icon.skill0058	0
58	35	0	173	-1	1	5.00000000	1	D		icon.skill0058	0
58	36	0	177	-1	1	5.00000000	1	D		icon.skill0058	0
58	37	0	180	-1	1	5.00000000	1	D		icon.skill0058	0
58	38	0	185	-1	1	5.00000000	1	D		icon.skill0058	0
58	39	0	189	-1	1	5.00000000	1	D		icon.skill0058	0
58	40	0	193	-1	1	5.00000000	1	D		icon.skill0058	0
58	41	0	195	-1	1	5.00000000	1	D		icon.skill0058	0
58	42	0	195	-1	1	5.00000000	1	D		icon.skill0058	0
58	43	0	199	-1	1	5.00000000	1	D		icon.skill0058	0
58	44	0	203	-1	1	5.00000000	1	D		icon.skill0058	0
58	45	0	207	-1	1	5.00000000	1	D		icon.skill0058	0
58	46	0	210	-1	1	5.00000000	1	D		icon.skill0058	0
58	47	0	214	-1	1	5.00000000	1	D		icon.skill0058	0
58	48	0	218	-1	1	5.00000000	1	D		icon.skill0058	0
58	49	0	222	-1	1	5.00000000	1	D		icon.skill0058	0
58	50	0	224	-1	1	5.00000000	1	D		icon.skill0058	0
58	51	0	228	-1	1	5.00000000	1	D		icon.skill0058	0
58	52	0	230	-1	1	5.00000000	1	D		icon.skill0058	0
58	53	0	233	-1	1	5.00000000	1	D		icon.skill0058	0
58	54	0	237	-1	1	5.00000000	1	D		icon.skill0058	0
58	55	0	239	-1	1	5.00000000	1	D		icon.skill0058	0
61	1	0	22	-1	1	4.00000000	1	D	skill.wh.1012	icon.skill0061	0
61	2	0	42	-1	1	4.00000000	1	D	skill.wh.1012	icon.skill0061	0
61	3	0	55	-1	1	4.00000000	1	D	skill.wh.1012	icon.skill0061	0
70	1	0	12	600	4	3.00000000	1	f		icon.skill0070	0
70	2	0	13	600	4	3.00000000	1	f		icon.skill0070	0
70	3	0	14	600	4	3.00000000	1	f		icon.skill0070	0
70	4	0	15	600	4	3.00000000	1	f		icon.skill0070	0
70	5	0	15	600	4	3.00000000	1	f		icon.skill0070	0
70	6	0	17	600	4	3.00000000	1	f		icon.skill0070	0
70	7	0	17	600	4	3.00000000	1	f		icon.skill0070	0
70	8	0	18	600	4	3.00000000	1	f		icon.skill0070	0
70	9	0	19	600	4	3.00000000	1	f		icon.skill0070	0
70	10	0	19	600	4	3.00000000	1	f		icon.skill0070	0
70	11	0	20	600	4	3.00000000	1	f		icon.skill0070	0
70	12	0	20	600	4	3.00000000	1	f		icon.skill0070	0
70	13	0	22	600	4	3.00000000	1	f		icon.skill0070	0
70	14	0	23	600	4	3.00000000	1	f		icon.skill0070	0
70	15	0	23	600	4	3.00000000	1	f		icon.skill0070	0
70	16	0	24	600	4	3.00000000	1	f		icon.skill0070	0
70	17	0	25	600	4	3.00000000	1	f		icon.skill0070	0
70	18	0	27	600	4	3.00000000	1	f		icon.skill0070	0
70	19	0	27	600	4	3.00000000	1	f		icon.skill0070	0
70	20	0	28	600	4	3.00000000	1	f		icon.skill0070	0
70	21	0	28	600	4	3.00000000	1	f		icon.skill0070	0
70	22	0	29	600	4	3.00000000	1	f		icon.skill0070	0
70	23	0	30	600	4	3.00000000	1	f		icon.skill0070	0
70	24	0	30	600	4	3.00000000	1	f		icon.skill0070	0
70	25	0	32	600	4	3.00000000	1	f		icon.skill0070	0
70	26	0	32	600	4	3.00000000	1	f		icon.skill0070	0
70	27	0	33	600	4	3.00000000	1	f		icon.skill0070	0
70	28	0	34	600	4	3.00000000	1	f		icon.skill0070	0
70	29	0	34	600	4	3.00000000	1	f		icon.skill0070	0
70	30	0	35	600	4	3.00000000	1	f		icon.skill0070	0
70	31	0	35	600	4	3.00000000	1	f		icon.skill0070	0
70	32	0	37	600	4	3.00000000	1	f		icon.skill0070	0
70	33	0	38	600	4	3.00000000	1	f		icon.skill0070	0
70	34	0	38	600	4	3.00000000	1	f		icon.skill0070	0
70	35	0	39	600	4	3.00000000	1	f		icon.skill0070	0
70	36	0	40	600	4	3.00000000	1	f		icon.skill0070	0
70	37	0	40	600	4	3.00000000	1	f		icon.skill0070	0
70	38	0	42	600	4	3.00000000	1	f		icon.skill0070	0
70	39	0	42	600	4	3.00000000	1	f		icon.skill0070	0
70	40	0	43	600	4	3.00000000	1	f		icon.skill0070	0
70	41	0	44	600	4	3.00000000	1	f		icon.skill0070	0
70	42	0	44	600	4	3.00000000	1	f		icon.skill0070	0
70	43	0	45	600	4	3.00000000	1	f		icon.skill0070	0
70	44	0	45	600	4	3.00000000	1	f		icon.skill0070	0
70	45	0	47	600	4	3.00000000	1	f		icon.skill0070	0
70	46	0	48	600	4	3.00000000	1	f		icon.skill0070	0
70	47	0	48	600	4	3.00000000	1	f		icon.skill0070	0
70	48	0	49	600	4	3.00000000	1	f		icon.skill0070	0
70	49	0	49	600	4	3.00000000	1	f		icon.skill0070	0
70	50	0	50	600	4	3.00000000	1	f		icon.skill0070	0
70	51	0	50	600	4	3.00000000	1	f		icon.skill0070	0
70	52	0	52	600	4	3.00000000	1	f		icon.skill0070	0
70	53	0	52	600	4	3.00000000	1	f		icon.skill0070	0
77	1	1	13	-1	1	4.00000000	1	D		icon.skill0077	0
77	2	1	25	-1	1	4.00000000	1	D		icon.skill0077	0
78	1	1	10	-1	1	1.50000000	0	X		icon.skill0078	0
78	2	1	19	-1	1	1.50000000	0	X		icon.skill0078	0
82	1	1	10	-1	1	1.50000000	0	X	skill.mo.82	icon.skill0082	0
82	2	1	18	-1	1	1.50000000	0	X	skill.mo.82	icon.skill0082	0
82	3	1	28	-1	1	1.50000000	0	X	skill.mo.82	icon.skill0082	0
91	1	1	10	-1	1	4.00000000	1	D		icon.skill0091	0
91	2	1	20	-1	1	4.00000000	1	D		icon.skill0091	0
92	1	1	22	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	2	1	23	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	3	1	23	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	4	1	24	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	5	1	25	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	6	1	25	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	7	1	28	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	8	1	29	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	9	1	30	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	10	1	32	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	11	1	32	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	12	1	33	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	13	1	35	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	14	1	37	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	15	1	38	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	16	1	40	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	17	1	42	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	18	1	43	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	19	1	43	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	20	1	44	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	21	1	45	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	22	1	47	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	23	1	48	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	24	1	50	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	25	1	52	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	26	1	53	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	27	1	54	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	28	1	55	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	29	1	55	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	30	1	57	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	31	1	58	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	32	1	60	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	33	1	62	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	34	1	63	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	35	1	64	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	36	1	65	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	37	1	67	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	38	1	68	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	39	1	68	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	40	1	69	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	41	1	70	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	42	1	72	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	43	1	73	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	44	1	74	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	45	1	75	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	46	1	77	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	47	1	78	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	48	1	79	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	49	1	80	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	50	1	82	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	51	1	83	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
92	52	1	84	40	3	1.20000005	0	Y	skill.at.92	icon.skill0092	1
99	1	1	28	-1	1	1.50000000	0	X	skill.mo.99	icon.skill0099	0
99	2	1	50	-1	1	1.50000000	0	X	skill.mo.99	icon.skill0099	0
101	1	1	69	900	5	3.00000000	0	S		icon.skill0101	1
101	2	1	72	900	5	3.00000000	0	S		icon.skill0101	1
101	3	1	74	900	5	3.00000000	0	S		icon.skill0101	1
101	4	1	80	900	5	3.00000000	0	S		icon.skill0101	1
101	5	1	82	900	5	3.00000000	0	S		icon.skill0101	1
101	6	1	85	900	5	3.00000000	0	S		icon.skill0101	1
101	7	1	85	900	5	3.00000000	0	S		icon.skill0101	1
101	8	1	87	900	5	3.00000000	0	S		icon.skill0101	1
101	9	1	90	900	5	3.00000000	0	S		icon.skill0101	1
101	10	1	93	900	5	3.00000000	0	S		icon.skill0101	1
101	11	1	95	900	5	3.00000000	0	S		icon.skill0101	1
101	12	1	98	900	5	3.00000000	0	S		icon.skill0101	1
101	13	1	101	900	5	3.00000000	0	S		icon.skill0101	1
101	14	1	104	900	5	3.00000000	0	S		icon.skill0101	1
101	15	1	107	900	5	3.00000000	0	S		icon.skill0101	1
101	16	1	109	900	5	3.00000000	0	S		icon.skill0101	1
101	17	1	110	900	5	3.00000000	0	S		icon.skill0101	1
101	18	1	112	900	5	3.00000000	0	S		icon.skill0101	1
101	19	1	115	900	5	3.00000000	0	S		icon.skill0101	1
101	20	1	118	900	5	3.00000000	0	S		icon.skill0101	1
101	21	1	121	900	5	3.00000000	0	S		icon.skill0101	1
101	22	1	124	900	5	3.00000000	0	S		icon.skill0101	1
101	23	1	126	900	5	3.00000000	0	S		icon.skill0101	1
101	24	1	129	900	5	3.00000000	0	S		icon.skill0101	1
101	25	1	132	900	5	3.00000000	0	S		icon.skill0101	1
101	26	1	135	900	5	3.00000000	0	S		icon.skill0101	1
101	27	1	135	900	5	3.00000000	0	S		icon.skill0101	1
101	28	1	138	900	5	3.00000000	0	S		icon.skill0101	1
101	29	1	140	900	5	3.00000000	0	S		icon.skill0101	1
101	30	1	143	900	5	3.00000000	0	S		icon.skill0101	1
101	31	1	145	900	5	3.00000000	0	S		icon.skill0101	1
101	32	1	148	900	5	3.00000000	0	S		icon.skill0101	1
101	33	1	150	900	5	3.00000000	0	S		icon.skill0101	1
101	34	1	153	900	5	3.00000000	0	S		icon.skill0101	1
101	35	1	155	900	5	3.00000000	0	S		icon.skill0101	1
101	36	1	157	900	5	3.00000000	0	S		icon.skill0101	1
101	37	1	160	900	5	3.00000000	0	S		icon.skill0101	1
101	38	1	162	900	5	3.00000000	0	S		icon.skill0101	1
101	39	1	164	900	5	3.00000000	0	S		icon.skill0101	1
101	40	1	166	900	5	3.00000000	0	S		icon.skill0101	1
102	1	1	17	600	1	3.00000000	1	f		icon.skill0102	1
102	2	1	18	600	1	3.00000000	1	f		icon.skill0102	1
102	3	1	19	600	1	3.00000000	1	f		icon.skill0102	1
102	4	1	22	600	1	3.00000000	1	f		icon.skill0102	1
102	5	1	23	600	1	3.00000000	1	f		icon.skill0102	1
102	6	1	24	600	1	3.00000000	1	f		icon.skill0102	1
102	7	1	25	600	1	3.00000000	1	f		icon.skill0102	1
102	8	1	28	600	1	3.00000000	1	f		icon.skill0102	1
102	9	1	28	600	1	3.00000000	1	f		icon.skill0102	1
102	10	1	29	600	1	3.00000000	1	f		icon.skill0102	1
102	11	1	30	600	1	3.00000000	1	f		icon.skill0102	1
102	12	1	32	600	1	3.00000000	1	f		icon.skill0102	1
102	13	1	33	600	1	3.00000000	1	f		icon.skill0102	1
102	14	1	33	600	1	3.00000000	1	f		icon.skill0102	1
102	15	1	34	600	1	3.00000000	1	f		icon.skill0102	1
102	16	1	35	600	1	3.00000000	1	f		icon.skill0102	1
105	1	1	15	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	2	1	17	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	3	1	18	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	4	1	18	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	5	1	19	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	6	1	19	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	7	1	20	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	8	1	22	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	9	1	23	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	10	1	23	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	11	1	24	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	12	1	24	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	13	1	25	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	14	1	25	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	15	1	27	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	16	1	28	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	17	1	28	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	18	1	29	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	19	1	30	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	20	1	32	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	21	1	33	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	22	1	33	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	23	1	34	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
105	24	1	35	600	1	3.00000000	1	f	skill.pm.105	icon.skill0105	1
112	1	1	22	-1	1	1.50000000	0	X		icon.skill0112	0
112	2	1	28	-1	1	1.50000000	0	X		icon.skill0112	0
112	3	1	38	-1	1	1.50000000	0	X		icon.skill0112	0
112	4	1	44	-1	1	1.50000000	0	X		icon.skill0112	0
113	1	2	0	-1	0	0.00000000	0			icon.skill0113	0
113	2	2	0	-1	0	0.00000000	0			icon.skill0113	0
115	1	1	8	600	1	1.20000005	1	L		icon.skill0115	1
115	2	1	9	600	1	1.20000005	1	L		icon.skill0115	1
115	3	1	18	600	1	1.20000005	1	L		icon.skill0115	1
115	4	1	19	600	1	1.20000005	1	L		icon.skill0115	1
115	5	1	22	600	1	1.20000005	1	L		icon.skill0115	1
115	6	1	23	600	1	1.20000005	1	L		icon.skill0115	1
115	7	1	24	600	1	1.20000005	1	L		icon.skill0115	1
115	8	1	25	600	1	1.20000005	1	L		icon.skill0115	1
115	9	1	28	600	1	1.20000005	1	L		icon.skill0115	1
115	10	1	28	600	1	1.20000005	1	L		icon.skill0115	1
115	11	1	29	600	1	1.20000005	1	L		icon.skill0115	1
115	12	1	30	600	1	1.20000005	1	L		icon.skill0115	1
115	13	1	32	600	1	1.20000005	1	L		icon.skill0115	1
115	14	1	33	600	1	1.20000005	1	L		icon.skill0115	1
115	15	1	33	600	1	1.20000005	1	L		icon.skill0115	1
115	16	1	34	600	1	1.20000005	1	L		icon.skill0115	1
