tag	id	drop_type	drop_anim_type	drop_radius	drop_height	UNK_0	drop_mesh	drop_tex	icon[0]	icon[1]	icon[2]	icon[3]	icon[4]	durability	weight	material	crystallizable	UNK_1	body_part	m_HumnFigh_cntm	m_HumnFigh_m[0]	m_HumnFigh_m[1]	m_HumnFigh_cntt	m_HumnFigh_t[0]	m_HumnFigh_t[1]	f_HumnFigh_cntm	f_HumnFigh_m[0]	f_HumnFigh_m[1]	f_HumnFigh_cntt	f_HumnFigh_t[0]	f_HumnFigh_t[1]	m_DarkElf_cntm	m_DarkElf_m[0]	m_DarkElf_m[1]	m_DarkElf_cntt	m_DarkElf_t[0]	m_DarkElf_t[1]	f_DarkElf_cntm	f_DarkElf_m[0]	f_DarkElf_m[1]	f_DarkElf_cntt	f_DarkElf_t[0]	f_DarkElf_t[1]	m_Dorf_cntm	m_Dorf_m[0]	m_Dorf_m[1]	m_Dorf_cntt	m_Dorf_t[0]	m_Dorf_t[1]	f_Dorf_cntm	f_Dorf_m[0]	f_Dorf_m[1]	f_Dorf_cntt	f_Dorf_t[0]	f_Dorf_t[1]	m_Elf_cntm	m_Elf_m[0]	m_Elf_m[1]	m_Elf_cntt	m_Elf_t[0]	m_Elf_t[1]	f_Elf_cntm	f_Elf_m[0]	f_Elf_m[1]	f_Elf_cntt	f_Elf_t[0]	f_Elf_t[1]	m_HumnMyst_cntm	m_HumnMyst_m[0]	m_HumnMyst_m[1]	m_HumnMyst_cntt	m_HumnMyst_t[0]	m_HumnMyst_t[1]	f_HumnMyst_cntm	f_HumnMyst_m[0]	f_HumnMyst_m[1]	f_HumnMyst_cntt	f_HumnMyst_t[0]	f_HumnMyst_t[1]	m_OrcFigh_cntm	m_OrcFigh_m[0]	m_OrcFigh_m[1]	m_OrcFigh_cntt	m_OrcFigh_t[0]	m_OrcFigh_t[1]	f_OrcFigh_cntm	f_OrcFigh_m[0]	f_OrcFigh_m[1]	f_OrcFigh_cntt	f_OrcFigh_t[0]	f_OrcFigh_t[1]	m_OrcMage_cntm	m_OrcMage_m[0]	m_OrcMage_m[1]	m_OrcMage_cntt	m_OrcMage_t[0]	m_OrcMage_t[1]	f_OrcMage_cntm	f_OrcMage_m[0]	f_OrcMage_m[1]	f_OrcMage_cntt	f_OrcMage_t[0]	f_OrcMage_t[1]	Unknown_MT_cntm	Unknown_MT_m[0]	Unknown_MT_cntt	Unknown_MT_t[0]	NPC_MT_cntm	NPC_MT_m[0]	NPC_MT_cntt	NPC_MT_t[0]	att_eff	item_sound_cnt	item_sound[0]	item_sound[1]	item_sound[2]	item_sound[3]	drop_sound	equip_sound	armor_type	crystal_type	avoid_mod	pdef	mdef	mpbonus
1	383	0	3	7	2	0	dropitems.drop_mfighter_m003_t64_l_m00	mfighter.mfighter_m003_t64_l					icon.armor_t64_l_i00	90	3570	2	1	21604560	11	1	LineageWarriors.MFighter_m003_l		1	mfighter.mfighter_m003_t64_l		1	LineageWarriors.FFighter_m004_l		1	FFighter.FFighter_m004_t64_l		1	LineageWarriors.MDarkElf_m008_l		1	MDarkElf.MDarkElf_m008_t64_l		1	LineageWarriors.FDarkElf_m007_l		1	FDarkElf.FDarkElf_m007_t64_l		1	LineageWarriors.MDwarf_m004_l		1	MDwarf.MDwarf_m004_t64_l		1	LineageWarriors.FDwarf_m004_l		1	FDwarf.FDwarf_m004_t64_l		1	LineageWarriors.MElf_m008_l		1	MElf.MElf_m008_t64_l		1	LineageWarriors.FElf_m008_l		1	FElf.FElf_m008_t64_l		1	LineageWarriors.MMagic_m009_l		1	MMagic.MMagic_m009_t56_l		1	LineageWarriors.FMagic_m009_l		1	FMagic.FMagic_m009_t56_l		1	LineageWarriors.MOrc_m003_l		1	MOrc.MOrc_m003_t64_l		1	LineageWarriors.FOrc_m005_l		1	FOrc.FOrc_m005_t64_l		1	LineageWarriors.MShaman_m002_l		1	MShaman.MShaman_m002_t56_l		1	LineageWarriors.FShaman_m005_l		1	FShaman.FShaman_m005_t56_l		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_lightmetal	ItemSound.itemequip_armor_lightmetal	2	3	0	98	0	0
1	384	0	3	10	6	0	dropitems.item_steel_trousers_m00	DropItemsTex.MFighter_m003_t40_l					icon.armor_plate_gaiters_i00	90	2560	1	1	21634280	11	1	LineageWarriors.MFighter_m001_l		1	mfighter.mfighter_m001_t15_l		1	LineageWarriors.FFighter_m001_l		1	FFighter.FFighter_m001_t15_l		1	LineageWarriors.MDarkElf_m002_l		1	MDarkElf.MDarkElf_m002_t15_l		1	LineageWarriors.FDarkElf_m003_l		1	FDarkElf.FDarkElf_m003_t15_l		1	LineageWarriors.MDwarf_m001_l		1	MDwarf.MDwarf_m001_t04_l		1	LineageWarriors.FDwarf_m001_l		1	FDwarf.FDwarf_m001_t02_l		1	LineageWarriors.MElf_m002_l		1	MElf.MElf_m002_t15_l		1	LineageWarriors.FElf_m003_l		1	FElf.FElf_m003_t15_l		1	LineageWarriors.MMagic_m005_l		1	MMagic.MMagic_m005_t15_l		1	LineageWarriors.FMagic_m003_l		1	FMagic.FMagic_m003_t15_l		1	LineageWarriors.MOrc_m001_l		1	MOrc.MOrc_m001_t50_l		1	LineageWarriors.FOrc_m001_l		1	FOrc.FOrc_m001_t50_l		1	LineageWarriors.MShaman_m001_l		1	MShaman.MShaman_m001_t04_l		1	LineageWarriors.FShaman_m001_l		1	FShaman.FShaman_m001_t50_l		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_lightmetal	ItemSound.itemequip_armor_lightmetal	2	3	0	109	0	0
1	385	0	3	10	6	0	dropitems.item_steel_trousers_m00	DropItemsTex.MFighter_m003_t40_l					icon.armor_plate_gaiters_i00	90	2240	1	1	21646696	11	1	LineageWarriors.MFighter_m001_l		1	mfighter.mfighter_m001_t15_l		1	LineageWarriors.FFighter_m001_l		1	FFighter.FFighter_m001_t15_l		1	LineageWarriors.MDarkElf_m002_l		1	MDarkElf.MDarkElf_m002_t15_l		1	LineageWarriors.FDarkElf_m003_l		1	FDarkElf.FDarkElf_m003_t15_l		1	LineageWarriors.MDwarf_m001_l		1	MDwarf.MDwarf_m001_t04_l		1	LineageWarriors.FDwarf_m001_l		1	FDwarf.FDwarf_m001_t02_l		1	LineageWarriors.MElf_m002_l		1	MElf.MElf_m002_t15_l		1	LineageWarriors.FElf_m003_l		1	FElf.FElf_m003_t15_l		1	LineageWarriors.MMagic_m005_l		1	MMagic.MMagic_m005_t15_l		1	LineageWarriors.FMagic_m003_l		1	FMagic.FMagic_m003_t15_l		1	LineageWarriors.MOrc_m001_l		1	MOrc.MOrc_m001_t50_l		1	LineageWarriors.FOrc_m001_l		1	FOrc.FOrc_m001_t50_l		1	LineageWarriors.MShaman_m001_l		1	MShaman.MShaman_m001_t04_l		1	LineageWarriors.FShaman_m001_l		1	FShaman.FShaman_m001_t50_l		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_lightmetal	ItemSound.itemequip_armor_lightmetal	2	3	0	109	0	0
1	386	0	3	10	6	0	dropitems.item_steel_trousers_m00	DropItemsTex.MFighter_m003_t40_l					icon.armor_plate_gaiters_i00	90	2240	48	1	21653608	11	1	LineageWarriors.MFighter_m001_l		1	mfighter.mfighter_m001_t15_l		1	LineageWarriors.FFighter_m001_l		1	FFighter.FFighter_m001_t15_l		1	LineageWarriors.MDarkElf_m002_l		1	MDarkElf.MDarkElf_m002_t15_l		1	LineageWarriors.FDarkElf_m003_l		1	FDarkElf.FDarkElf_m003_t15_l		1	LineageWarriors.MDwarf_m001_l		1	MDwarf.MDwarf_m001_t04_l		1	LineageWarriors.FDwarf_m001_l		1	FDwarf.FDwarf_m001_t02_l		1	LineageWarriors.MElf_m002_l		1	MElf.MElf_m002_t15_l		1	LineageWarriors.FElf_m003_l		1	FElf.FElf_m003_t15_l		1	LineageWarriors.MMagic_m005_l		1	MMagic.MMagic_m005_t15_l		1	LineageWarriors.FMagic_m003_l		1	FMagic.FMagic_m003_t15_l		1	LineageWarriors.MOrc_m001_l		1	MOrc.MOrc_m001_t50_l		1	LineageWarriors.FOrc_m001_l		1	FOrc.FOrc_m001_t50_l		1	LineageWarriors.MShaman_m001_l		1	MShaman.MShaman_m001_t04_l		1	LineageWarriors.FShaman_m001_l		1	FShaman.FShaman_m001_t50_l		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_lightmetal	ItemSound.itemequip_armor_lightmetal	2	3	0	116	0	0
1	387	0	3	10	6	0	dropitems.item_steel_trousers_m00	DropItemsTex.MFighter_m003_t40_l					icon.armor_plate_gaiters_i00	95	2240	23	1	21660472	11	1	LineageWarriors.MFighter_m001_l		1	mfighter.mfighter_m001_t15_l		1	LineageWarriors.FFighter_m001_l		1	FFighter.FFighter_m001_t15_l		1	LineageWarriors.MDarkElf_m002_l		1	MDarkElf.MDarkElf_m002_t15_l		1	LineageWarriors.FDarkElf_m003_l		1	FDarkElf.FDarkElf_m003_t15_l		1	LineageWarriors.MDwarf_m001_l		1	MDwarf.MDwarf_m001_t04_l		1	LineageWarriors.FDwarf_m001_l		1	FDwarf.FDwarf_m001_t02_l		1	LineageWarriors.MElf_m002_l		1	MElf.MElf_m002_t15_l		1	LineageWarriors.FElf_m003_l		1	FElf.FElf_m003_t15_l		1	LineageWarriors.MMagic_m005_l		1	MMagic.MMagic_m005_t15_l		1	LineageWarriors.FMagic_m003_l		1	FMagic.FMagic_m003_t15_l		1	LineageWarriors.MOrc_m001_l		1	MOrc.MOrc_m001_t50_l		1	LineageWarriors.FOrc_m001_l		1	FOrc.FOrc_m001_t50_l		1	LineageWarriors.MShaman_m001_l		1	MShaman.MShaman_m001_t04_l		1	LineageWarriors.FShaman_m001_l		1	FShaman.FShaman_m001_t50_l		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_lightmetal	ItemSound.itemequip_armor_lightmetal	2	3	0	109	0	0
1	388	0	3	8	4	0	dropitems.drop_MFighter_m009_t74_l_m00	mfighter.MFighter_m009_t74_l					icon.armor_t74_l_i00	95	3320	23	1	21689808	11	1	LineageWarriors.MFighter_m009_l		1	mfighter.MFighter_m009_t74_l		1	LineageWarriors.FFighter_m012_l		1	FFighter.FFighter_m012_t74_l		1	LineageWarriors.MDarkElf_m004_l		1	MDarkElf.MDarkElf_m004_t74_l		1	LineageWarriors.FDarkElf_m008_l		1	FDarkElf.FDarkElf_m008_t74_l		1	LineageWarriors.MDwarf_m008_l		1	MDwarf.MDwarf_m008_t74_l		1	LineageWarriors.FDwarf_m008_l		1	FDwarf.FDwarf_m008_t74_l		1	LineageWarriors.MElf_m011_l		1	MElf.MElf_m011_t74_l		1	LineageWarriors.FElf_m011_l		1	FElf.FElf_m011_t74_l		1	LineageWarriors.MMagic_m003_l		1	MMagic.MMagic_m003_t79_l		1	LineageWarriors.FMagic_m009_l		1	FMagic.FMagic_m009_t79_l		1	LineageWarriors.MOrc_m006_l		1	MOrc.MOrc_m006_t74_l		1	LineageWarriors.FOrc_m006_l		1	FOrc.FOrc_m006_t74_l		1	LineageWarriors.MShaman_m006_l		1	MShaman.MShaman_m006_t76_l		1	LineageWarriors.FShaman_m006_l		1	FShaman.FShaman_m006_t76_l		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	2	4	0	107	0	0
1	389	0	3	8	1	0	dropitems.drop_mfighter_m001_t15_l_m00	mfighter.mfighter_m001_t15_l					icon.armor_t15_l_i00	100	3260	46	1	21708864	11	1	LineageWarriors.MFighter_m001_l		1	mfighter.mfighter_m001_t15_l		1	LineageWarriors.FFighter_m001_l		1	FFighter.FFighter_m001_t15_l		1	LineageWarriors.MDarkElf_m002_l		1	MDarkElf.MDarkElf_m002_t15_l		1	LineageWarriors.FDarkElf_m003_l		1	FDarkElf.FDarkElf_m003_t15_l		1	LineageWarriors.MDwarf_m003_l		1	MDwarf.MDwarf_m003_t15_l		1	LineageWarriors.FDwarf_m003_l		1	FDwarf.FDwarf_m003_t15_l		1	LineageWarriors.MElf_m002_l		1	MElf.MElf_m002_t15_l		1	LineageWarriors.FElf_m003_l		1	FElf.FElf_m003_t15_l		1	LineageWarriors.MMagic_m005_l		1	MMagic.MMagic_m005_t15_l		1	LineageWarriors.FMagic_m003_l		1	FMagic.FMagic_m003_t15_l		1	LineageWarriors.MOrc_m002_l		1	MOrc.MOrc_m002_t15_l		1	LineageWarriors.FOrc_m002_l		1	FOrc.FOrc_m002_t15_l		1	LineageWarriors.MShaman_m003_l		1	MShaman.MShaman_m003_t15_l		1	LineageWarriors.FShaman_m003_l		1	FShaman.FShaman_m003_t15_l		0		0		1		1		LineageEffect.p_u002_a	1					ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	2	5	0	122	0	0
1	390	0	3	7	0	0	dropitems.drop_mfighter_m001_t07_u_m00	mfighter.mfighter_m001_t07_u					icon.armor_t07_u_i00	90	4770	17	0	21715904	10	1	LineageWarriors.MFighter_m001_u		1	mfighter.mfighter_m001_t07_u		1	LineageWarriors.FFighter_m001_u		1	FFighter.FFighter_m001_t07_u		1	LineageWarriors.MDarkElf_m001_u		1	MDarkElf.MDarkElf_m001_t07_u		1	LineageWarriors.FDarkElf_m002_u		1	FDarkElf.FDarkElf_m002_t07_u		1	LineageWarriors.MDwarf_m005_u		1	MDwarf.MDwarf_m005_t07_u		1	LineageWarriors.FDwarf_m005_u		1	FDwarf.FDwarf_m005_t07_u		1	LineageWarriors.MElf_m002_u		1	MElf.MElf_m002_t07_u		1	LineageWarriors.FElf_m001_u		1	FElf.FElf_m001_t07_u		1	LineageWarriors.MMagic_m005_u		1	MMagic.MMagic_m005_t07_u		1	LineageWarriors.FMagic_m002_u		1	FMagic.FMagic_m002_t07_u		1	LineageWarriors.MOrc_m002_u		1	MOrc.MOrc_m002_t07_u		1	LineageWarriors.FOrc_m002_u		1	FOrc.FOrc_m002_t07_u		1	LineageWarriors.MShaman_m002_u		1	MShaman.MShaman_m002_t07_u		1	LineageWarriors.FShaman_m002_u		1	FShaman.FShaman_m002_t07_u		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.shield_bone_1	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_8	ItemSound.itemdrop_armor_cloth	ItemSound.itemequip_armor_cloth	1	0	0	50	0	0
1	391	0	3	7	0	0	dropitems.drop_mfighter_m001_t09_u_m00	mfighter.mfighter_m001_t09_u					icon.armor_t09_u_i00	90	4700	19	1	21739728	10	1	LineageWarriors.MFighter_m001_u		1	mfighter.mfighter_m001_t09_u		1	LineageWarriors.FFighter_m001_u		1	FFighter.FFighter_m001_t09_u		1	LineageWarriors.MDarkElf_m001_u		1	MDarkElf.MDarkElf_m001_t09_u		1	LineageWarriors.FDarkElf_m003_u		1	FDarkElf.FDarkElf_m003_t09_u		1	LineageWarriors.MDwarf_m001_u		1	MDwarf.MDwarf_m001_t09_u		1	LineageWarriors.FDwarf_m003_u		1	FDwarf.FDwarf_m003_t09_u		1	LineageWarriors.MElf_m005_u		1	MElf.MElf_m005_t09_u		1	LineageWarriors.FElf_m001_u		1	FElf.FElf_m001_t09_u		1	LineageWarriors.MMagic_m005_u		1	MMagic.MMagic_m005_t09_u		1	LineageWarriors.FMagic_m003_u		1	FMagic.FMagic_m003_t09_u		1	LineageWarriors.MOrc_m001_u		1	MOrc.MOrc_m001_t09_u		1	LineageWarriors.FOrc_m001_u		1	FOrc.FOrc_m001_t09_u		1	LineageWarriors.MShaman_m002_u		1	MShaman.MShaman_m002_t09_u		1	LineageWarriors.FShaman_m002_u		1	FShaman.FShaman_m002_t09_u		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.armor_underwear_1	ItemSound.armor_underwear_4	ItemSound.armor_leather_2	ItemSound.armor_leather_8	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	1	0	58	0	0
1	392	0	3	5	1	0	dropitems.drop_mfighter_m002_t18_u_m00	mfighter.mfighter_m002_t18_u					icon.armor_t18_u_i00	90	4580	19	1	21675152	10	1	LineageWarriors.MFighter_m002_u		1	mfighter.mfighter_m002_t18_u		1	LineageWarriors.FFighter_m002_u		1	FFighter.FFighter_m002_t18_u		1	LineageWarriors.MDarkElf_m001_u		1	MDarkElf.MDarkElf_m001_t18_u		1	LineageWarriors.FDarkElf_m003_u		1	FDarkElf.FDarkElf_m003_t18_u		1	LineageWarriors.MDwarf_m005_u		1	MDwarf.MDwarf_m005_t18_u		1	LineageWarriors.FDwarf_m001_u		1	FDwarf.FDwarf_m001_t18_u		1	LineageWarriors.MElf_m005_u		1	MElf.MElf_m005_t18_u		1	LineageWarriors.FElf_m001_u		1	FElf.FElf_m001_t18_u		1	LineageWarriors.MMagic_m003_u		1	MMagic.MMagic_m003_t18_u		1	LineageWarriors.FMagic_m004_u		1	FMagic.FMagic_m004_t18_u		1	LineageWarriors.MOrc_m002_u		1	MOrc.MOrc_m002_t18_u		1	LineageWarriors.FOrc_m002_u		1	FOrc.FOrc_m002_t18_u		1	LineageWarriors.MShaman_m001_u		1	MShaman.MShaman_m001_t18_u		1	LineageWarriors.FShaman_m001_u		1	FShaman.FShaman_m001_t18_u		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.shield_bone_1	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_8	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	1	0	65	0	0
1	393	0	3	5	1	0	dropitems.drop_mfighter_m002_t10_u_m00	MFighter.MFighter_m002_t10_u					icon.armor_t10_u_i00	90	4570	2	1	21790256	10	1	LineageWarriors.MFighter_m002_u		1	MFighter.MFighter_m002_t10_u		1	LineageWarriors.FFighter_m001_u		1	FFighter.FFighter_m001_t10_u		1	LineageWarriors.MDarkElf_m002_u		1	MDarkElf.MDarkElf_m002_t10_u		1	LineageWarriors.FDarkElf_m003_u		1	FDarkElf.FDarkElf_m003_t10_u		1	LineageWarriors.MDwarf_m001_u		1	MDwarf.MDwarf_m001_t10_u		1	LineageWarriors.FDwarf_m001_u		1	FDwarf.FDwarf_m001_t10_u		1	LineageWarriors.MElf_m002_u		1	MElf.MElf_m002_t10_u		1	LineageWarriors.FElf_m001_u		1	FElf.FElf_m001_t10_u		1	LineageWarriors.MMagic_m005_u		1	MMagic.MMagic_m005_t10_u		1	LineageWarriors.FMagic_m002_u		1	FMagic.FMagic_m002_t10_u		1	LineageWarriors.MOrc_m001_u		1	MOrc.MOrc_m001_t10_u		1	LineageWarriors.FOrc_m001_u		1	FOrc.FOrc_m001_t10_u		1	LineageWarriors.MShaman_m002_u		1	MShaman.MShaman_m002_t10_u		1	LineageWarriors.FShaman_m002_u		1	FShaman.FShaman_m002_t10_u		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.armor_underwear_1	ItemSound.armor_underwear_4	ItemSound.armor_leather_2	ItemSound.armor_leather_8	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	1	0	73	0	0
1	394	0	3	5	1	0	dropitems.drop_mfighter_m002_t13_u_m00	mfighter.mfighter_m002_t13_u					icon.armor_t13_u_i00	90	4570	19	1	21811576	10	1	LineageWarriors.MFighter_m002_u		1	mfighter.mfighter_m002_t13_u		1	LineageWarriors.FFighter_m005_u		1	FFighter.FFighter_m005_t13_u		1	LineageWarriors.MDarkElf_m002_u		1	MDarkElf.MDarkElf_m002_t13_u		1	LineageWarriors.FDarkElf_m002_u		1	FDarkElf.FDarkElf_m002_t13_u		1	LineageWarriors.MDwarf_m001_u		1	MDwarf.MDwarf_m001_t13_u		1	LineageWarriors.FDwarf_m001_u		1	FDwarf.FDwarf_m001_t13_u		1	LineageWarriors.MElf_m002_u		1	MElf.MElf_m002_t13_u		1	LineageWarriors.FElf_m005_u		1	FElf.FElf_m005_t13_u		1	LineageWarriors.MMagic_m001_u		1	MMagic.MMagic_m001_t13_u		1	LineageWarriors.FMagic_m001_u		1	FMagic.FMagic_m001_t13_u		1	LineageWarriors.MOrc_m002_u		1	MOrc.MOrc_m002_t13_u		1	LineageWarriors.FOrc_m002_u		1	FOrc.FOrc_m002_t13_u		1	LineageWarriors.MShaman_m003_u		1	MShaman.MShaman_m003_t13_u		1	LineageWarriors.FShaman_m003_u		1	FShaman.FShaman_m003_t13_u		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.shield_bone_1	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_8	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	1	0	69	0	0
1	395	0	3	5	1	0	dropitems.drop_mfighter_m002_t42_u_m00	mfighter.mfighter_m002_t42_u					icon.armor_t42_u_i00	90	4520	19	1	21835584	10	1	LineageWarriors.MFighter_m002_u		1	mfighter.mfighter_m002_t42_u		1	LineageWarriors.FFighter_m001_u		1	FFighter.FFighter_m001_t42_u		1	LineageWarriors.MDarkElf_m005_u		1	MDarkElf.MDarkElf_m005_t42_u		1	LineageWarriors.FDarkElf_m009_u		1	FDarkElf.FDarkElf_m009_t42_u		1	LineageWarriors.MDwarf_m002_u		1	MDwarf.MDwarf_m002_t42_u		1	LineageWarriors.FDwarf_m002_u		1	FDwarf.FDwarf_m002_t42_u		1	LineageWarriors.MElf_m005_u		1	MElf.MElf_m005_t42_u		1	LineageWarriors.FElf_m001_u		1	FElf.FElf_m001_t42_u		1	LineageWarriors.MMagic_m005_u		1	MMagic.MMagic_m005_t42_u		1	LineageWarriors.FMagic_m002_u		1	FMagic.FMagic_m002_t42_u		1	LineageWarriors.MOrc_m004_u		1	MOrc.MOrc_m004_t42_u		1	LineageWarriors.FOrc_m004_u		1	FOrc.FOrc_m004_t42_u		1	LineageWarriors.MShaman_m005_u		1	MShaman.MShaman_m005_t42_u		1	LineageWarriors.FShaman_m005_u		1	FShaman.FShaman_m005_t42_u		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.armor_underwear_1	ItemSound.armor_underwear_4	ItemSound.armor_leather_2	ItemSound.armor_leather_8	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	1	0	77	0	0
1	396	0	3	5	1	0	dropitems.drop_mfighter_m002_t45_u_m00	MFighter.MFighter_m002_t45_u	icon.armor_t45_u_i00			icon.armor_t45_l_i00	icon.armor_t45_ul_i00	90	6100	19	1	21899760	10	2	LineageWarriors.MFighter_m002_u	LineageWarriors.MFighter_m006_l	2	MFighter.MFighter_m002_t45_u	MFighter.MFighter_m006_t45_l	2	LineageWarriors.FFighter_m002_u	LineageWarriors.FFighter_m006_l	2	FFighter.FFighter_m002_t45_u	FFighter.FFighter_m006_t45_l	2	LineageWarriors.MDarkElf_m007_u	LineageWarriors.MDarkElf_m007_l	2	MDarkElf.MDarkElf_m007_t45_u	MDarkElf.MDarkElf_m007_t45_l	2	LineageWarriors.FDarkElf_m006_u	LineageWarriors.FDarkElf_m002_l	2	FDarkElf.FDarkElf_m006_t45_u	FDarkElf.FDarkElf_m002_t45_l	2	LineageWarriors.MDwarf_m007_u	LineageWarriors.MDwarf_m007_l	2	MDwarf.MDwarf_m007_t45_u	MDwarf.MDwarf_m007_t45_l	2	LineageWarriors.FDwarf_m007_u	LineageWarriors.FDwarf_m007_l	2	FDwarf.FDwarf_m007_t45_u	FDwarf.FDwarf_m007_t45_l	2	LineageWarriors.MElf_m008_u	LineageWarriors.MElf_m008_l	2	MElf.MElf_m008_t45_u	MElf.MElf_m008_t45_l	2	LineageWarriors.FElf_m008_u	LineageWarriors.FElf_m007_l	2	FElf.FElf_m008_t45_u	FElf.FElf_m007_t45_l	2	LineageWarriors.MMagic_m006_u	LineageWarriors.MMagic_m006_u	2	MMagic.MMagic_m006_t45_u	MMagic.MMagic_m006_t45_u	2	LineageWarriors.FMagic_m009_u	LineageWarriors.FMagic_m009_l	2	FMagic.FMagic_m009_t45_u	FMagic.FMagic_m009_t45_l	2	LineageWarriors.MOrc_m005_u	LineageWarriors.MOrc_m003_l	2	MOrc.MOrc_m005_t45_u	MOrc.MOrc_m003_t45_l	2	LineageWarriors.FOrc_m005_u	LineageWarriors.FOrc_m003_l	2	FOrc.FOrc_m005_t45_u	FOrc.FOrc_m003_t45_l	2	LineageWarriors.MShaman_m005_u	LineageWarriors.MShaman_m005_l	2	MShaman.MShaman_m005_t45_u	MShaman.MShaman_m005_t45_l	2	LineageWarriors.FShaman_m005_u	LineageWarriors.FShaman_m005_l	2	FShaman.FShaman_m005_t45_u	FShaman.FShaman_m005_t45_l	0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.shield_bone_1	ItemSound.armor_leather_2	ItemSound.armor_leather_3	ItemSound.armor_leather_8	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	1	0	136	0	0
1	397	0	3	7	1	0	dropitems.drop_mfighter_m005_t47_u_m00	mfighter.mfighter_m005_t47_u					icon.armor_t47_u_i00	98	4470	2	1	21754120	10	1	LineageWarriors.MFighter_m005_u		1	mfighter.mfighter_m005_t47_u		1	LineageWarriors.FFighter_m005_u		1	FFighter.FFighter_m005_t47_u		1	LineageWarriors.MDarkElf_m009_u		1	MDarkElf.MDarkElf_m009_t47_u		1	LineageWarriors.FDarkElf_m009_u		1	FDarkElf.FDarkElf_m009_t47_u		1	LineageWarriors.MDwarf_m002_u		1	MDwarf.MDwarf_m002_t47_u		1	LineageWarriors.FDwarf_m002_u		1	FDwarf.FDwarf_m002_t47_u		1	LineageWarriors.MElf_m010_u		1	MElf.MElf_m010_t47_u		1	LineageWarriors.FElf_m010_u		1	FElf.FElf_m010_t47_u		1	LineageWarriors.MMagic_m005_u		1	MMagic.MMagic_m005_t42_u		1	LineageWarriors.FMagic_m002_u		1	FMagic.FMagic_m002_t42_u		1	LineageWarriors.MOrc_m004_u		1	MOrc.MOrc_m004_t47_u		1	LineageWarriors.FOrc_m004_u		1	FOrc.FOrc_m004_t47_u		1	LineageWarriors.MShaman_m005_u		1	MShaman.MShaman_m005_t42_u		1	LineageWarriors.FShaman_m005_u		1	FShaman.FShaman_m005_t42_u		0		0		1		1		LineageEffect.p_u002_a	4	ItemSound.armor_underwear_1	ItemSound.armor_underwear_4	ItemSound.armor_leather_2	ItemSound.armor_leather_8	ItemSound.itemdrop_armor_leather	ItemSound.itemequip_armor_leather	1	2	0	90	0	0
