id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
20241	u,Горгулья Охотник\0	a,	9C	E8	A9	-1
20242	u,Горгулья Пыльной Бури\0	a,	9C	E8	A9	-1
20243	u,Громовой Змей\0	a,	9C	E8	A9	-1
20244	u,Суккуб Малрук\0	a,	9C	E8	A9	-1
20245	u,Суккуб Малрук Турен\0	a,	9C	E8	A9	-1
20246	u,Хранитель Пещеры\0	a,	9C	E8	A9	-1
20248	u,Людоед Турак\0	a,	9C	E8	A9	-1
20249	u,Воин Людоедов Турак\0	a,	9C	E8	A9	-1
20250	u,Стеклянный Ягуар\0	a,	9C	E8	A9	-1
20251	u,Ящер Делу\0	a,	9C	E8	A9	-1
20252	u,Разведчик Ящеров Делу\0	a,	9C	E8	A9	-1
20253	u,Воин Ящеров Делу\0	a,	9C	E8	A9	-1
20254	u,Скелет с Секирой\0	a,	9C	E8	A9	-1
20255	u,Орк Батур\0	a,	9C	E8	A9	-1
20256	u,Стрелок Орков Батур\0	a,	9C	E8	A9	-1
20257	u,Воин Орков Батур\0	a,	9C	E8	A9	-1
20258	u,Шаман Орков Батур\0	a,	9C	E8	A9	-1
20259	u,Владыка Орков Батур\0	a,	9C	E8	A9	-1
20260	u,Чемпион Орков\0	a,	9C	E8	A9	-1
20261	u,Шаман Орков\0	a,	9C	E8	A9	-1
20265	u,Монстроглаз Искатель\0	a,	9C	E8	A9	-1
20266	u,Монстроглаз Смотритель\0	a,	9C	E8	A9	-1
20267	u,Орк Брека\0	a,	9C	E8	A9	-1
20268	u,Стрелок Орков Брека\0	a,	9C	E8	A9	-1
20269	u,Шаман Орков Брека\0	a,	9C	E8	A9	-1
20270	u,Владыка Орков Брека\0	a,	9C	E8	A9	-1
20271	u,Воин Орков Брека\0	a,	9C	E8	A9	-1
20272	u,Пещерный Слуга\0	a,	9C	E8	A9	-1
20273	u,Пещерный Слуга Стрелок\0	a,	9C	E8	A9	-1
20274	u,Пещерный Слуга Воин\0	a,	9C	E8	A9	-1
20275	u,Старший Пещерный Слуга\0	a,	9C	E8	A9	-1
20276	u,Королевский Пещерный Слуга\0	a,	9C	E8	A9	-1
20277	u,Хранитель Пещеры\0	a,	9C	E8	A9	-1
20279	u,Узник\0	a,	9C	E8	A9	-1
20280	u,Рыцарь без Головы\0	a,	9C	E8	A9	-1
20281	u,Горгулья Пыльной Бури\0	a,	9C	E8	A9	-1
20282	u,Громовой Змей\0	a,	9C	E8	A9	-1
20283	u,Суккуб Малрук\0	a,	9C	E8	A9	-1
20284	u,Суккуб Малрук Турен\0	a,	9C	E8	A9	-1
20285	u,Дрейк\0	a,	9C	E8	A9	-1
20286	u,Горгулья Охотник\0	a,	9C	E8	A9	-1
20287	u,Пещерная Дева\0	a,	9C	E8	A9	-1
20291	u,Чемпион Орков Энку\0	a,	9C	E8	A9	-1
20292	u,Шаман Орков Энку\0	a,	9C	E8	A9	-1
20293	u,Ящер Вируд\0	a,	9C	E8	A9	-1
20294	u,Матриарх Ящеров Вируд\0	a,	9C	E8	A9	-1
20295	u,Воин Ящеров Вируд\0	a,	9C	E8	A9	-1
20296	u,Разведчик Ящеров Вируд\0	a,	9C	E8	A9	-1
20297	u,Шаман Ящеров Вируд\0	a,	9C	E8	A9	-1
20298	u,Шаман Ящеров Вируд\0	a,	9C	E8	A9	-1
20299	u,Ящер Зента\0	a,	9C	E8	A9	-1
20300	u,Матриарх Ящеров Зента\0	a,	9C	E8	A9	-1
20301	u,Разведчик Ящеров Зента\0	a,	9C	E8	A9	-1
20302	u,Воин Ящеров Зента\0	a,	9C	E8	A9	-1
20303	u,Шаман Ящеров Зента\0	a,	9C	E8	A9	-1
20304	u,Королева Болотных Стакато\0	a,	9C	E8	A9	-1
20305	u,Могильщик\0	a,	9C	E8	A9	-1
20307	u,Оборотень Гарум\0	a,	9C	E8	A9	-1
20308	u,Цепкий Паук\0	a,	9C	E8	A9	-1
20309	u,Бурый Лис\0	a,	9C	E8	A9	-1
20310	u,Бурый Медведь\0	a,	9C	E8	A9	-1
20311	u,Когтистый Бес\0	a,	9C	E8	A9	-1
20312	u,Охотник Когтистых Бесов\0	a,	9C	E8	A9	-1
20313	u,Вождь Когтистых Бесов\0	a,	9C	E8	A9	-1
20314	u,Большая Белая Акула\0	a,	9C	E8	A9	-1
20316	u,Темнокрылая Летучая Мышь\0	a,	9C	E8	A9	-1
20317	u,Черный Волк\0	a,	9C	E8	A9	-1
20318	u,Волк Черного Леса\0	a,	9C	E8	A9	-1
20319	u,Гоблин Грабитель Могил\0	a,	9C	E8	A9	-1
20320	u,Главарь Гоблинов Расхитителей Гробниц\0	a,	9C	E8	A9	-1
20321	u,Вор Гоблинов\0	a,	9C	E8	A9	-1
20322	u,Бандит Гоблинов\0	a,	9C	E8	A9	-1
20323	u,Главарь Банды Гоблинов\0	a,	9C	E8	A9	-1
20324	u,Лейтенант Банды Гоблинов\0	a,	9C	E8	A9	-1
20325	u,Налетчик Гоблинов\0	a,	9C	E8	A9	-1
20326	u,Разведчик Гоблинов\0	a,	9C	E8	A9	-1
20327	u,Сыщик Гоблинов\0	a,	9C	E8	A9	-1
20328	u,Дозорный Гоблинов\0	a,	9C	E8	A9	-1
20329	u,Призрак Страж\0	a,	9C	E8	A9	-1
20330	u,Шахтная Летучая Мышь\0	a,	9C	E8	A9	-1
20331	u,Монстроглаз Охотник\0	a,	9C	E8	A9	-1
20333	u,Серый Голем\0	a,	9C	E8	A9	-1
20334	u,Гремлин Добытчик\0	a,	9C	E8	A9	-1
20335	u,Гризли\0	a,	9C	E8	A9	-1
20336	u,Зеленая Дриада\0	a,	9C	E8	A9	-1
20337	u,Длиннохвостый Лис\0	a,	9C	E8	A9	-1
20338	u,Ткач Ночных Кошмаров\0	a,	9C	E8	A9	-1
20340	u,Скелет Невольник\0	a,	9C	E8	A9	-1
20341	u,Нежить Невольник\0	a,	9C	E8	A9	-1
20342	u,Вождь Оборотней\0	a,	9C	E8	A9	-1
20343	u,Охотник Оборотней\0	a,	9C	E8	A9	-1
20345	u,Темный Жнец\0	a,	9C	E8	A9	-1
20346	u,Голем из Темного Камня\0	a,	9C	E8	A9	-1
20347	u,Роковое Видение\0	a,	9C	E8	A9	-1
20348	u,Пещерный Паук\0	a,	9C	E8	A9	-1
20349	u,Пещерная Летучая Мышь\0	a,	9C	E8	A9	-1
20350	u,Пещерный Клыкастый Паук\0	a,	9C	E8	A9	-1
20351	u,Охотник Дре Ванул\0	a,	9C	E8	A9	-1
20352	u,Убийца Дре Ванул\0	a,	9C	E8	A9	-1
20353	u,Смотритель Дре Ванул\0	a,	9C	E8	A9	-1
20354	u,Призрак Гнома\0	a,	9C	E8	A9	-1
20356	u,Главарь Ящеров Лангк\0	a,	9C	E8	A9	-1
20357	u,Лейтенант Ящеров Лангк\0	a,	9C	E8	A9	-1
20358	u,Охотник Крысолюдов\0	a,	9C	E8	A9	-1
20359	u,Воин Крысолюдов\0	a,	9C	E8	A9	-1
20360	u,Шпион Крысолюдов\0	a,	9C	E8	A9	-1
20361	u,Снайпер Орков Тунат\0	a,	9C	E8	A9	-1
20362	u,Воин Орков Тунат\0	a,	9C	E8	A9	-1
20363	u,Оборотень Мараку\0	a,	9C	E8	A9	-1
20364	u,Вождь Оборотней Мараку\0	a,	9C	E8	A9	-1
20365	u,Горный Гриб\0	a,	9C	E8	A9	-1
20367	u,Эскорт Меркенис\0	a,	9C	E8	A9	-1
20368	u,Хранитель Могил\0	a,	9C	E8	A9	-1
20369	u,Зверь Лунного Камня\0	a,	9C	E8	A9	-1
20370	u,Шипастая Летучая Мышь\0	a,	9C	E8	A9	-1
20371	u,Туманный Жнец\0	a,	9C	E8	A9	-1
20372	u,Боец Орков Барак\0	a,	9C	E8	A9	-1
20373	u,Главарь Воинов Орков Барак\0	a,	9C	E8	A9	-1
20374	u,Страж Фаранги\0	a,	9C	E8	A9	-1
20375	u,Эскорт Фаранги\0	a,	9C	E8	A9	-1
20376	u,Главарь Банды Варики\0	a,	9C	E8	A9	-1
20377	u,Бандит Варики\0	a,	9C	E8	A9	-1
20378	u,Каменный Гигант\0	a,	9C	E8	A9	-1
20379	u,Каменный Солдат\0	a,	9C	E8	A9	-1
20380	u,Каменный Стражник\0	a,	9C	E8	A9	-1
20381	u,Орк Ваисс\0	a,	9C	E8	A9	-1
20382	u,Главарь Воинов Орков Ваисс\0	a,	9C	E8	A9	-1
20383	u,Арахнид Охотник\0	a,	9C	E8	A9	-1
20385	u,Стрелок Орков Балор\0	a,	9C	E8	A9	-1
20386	u,Боец Орков Балор\0	a,	9C	E8	A9	-1
20387	u,Главарь Бойцов Орков Балор\0	a,	9C	E8	A9	-1
20388	u,Лейтенант Орков Балор\0	a,	9C	E8	A9	-1
20389	u,Крысолюд Бугл\0	a,	9C	E8	A9	-1
20390	u,Главарь Крысолюдов Бугл\0	a,	9C	E8	A9	-1
20391	u,Рыжий Лис\0	a,	9C	E8	A9	-1
20392	u,Красноглазая Летучая Мышь\0	a,	9C	E8	A9	-1
20393	u,Красный Паук Падальщик\0	a,	9C	E8	A9	-1
20394	u,Багровый Тарантул\0	a,	9C	E8	A9	-1
20398	u,Волколак\0	a,	9C	E8	A9	-1
20399	u,Волколак Выродок\0	a,	9C	E8	A9	-1
20400	u,Кровавый Гриб\0	a,	9C	E8	A9	-1
20401	u,Людоед Вилан\0	a,	9C	E8	A9	-1
20402	u,Воин Людоедов Вилан\0	a,	9C	E8	A9	-1
20403	u,Тарантул Охотник\0	a,	9C	E8	A9	-1
20404	u,Безмолвный Ужас\0	a,	9C	E8	A9	-1
20405	u,Молодой Бурый Лис\0	a,	9C	E8	A9	-1
20406	u,Молодой Рыжий Лис\0	a,	9C	E8	A9	-1
20407	u,Молодой Багровый Лис\0	a,	9C	E8	A9	-1
20410	u,Паук Падальщик\0	a,	9C	E8	A9	-1
20411	u,Летучая Мышь Падальщик\0	a,	9C	E8	A9	-1
20412	u,Камнелюд\0	a,	9C	E8	A9	-1
20415	u,Алая Саламандра\0	a,	9C	E8	A9	-1
20416	u,Старшая Алая Саламандра\0	a,	9C	E8	A9	-1
20418	u,Кристальный Зверь\0	a,	9C	E8	A9	-1
20419	u,Суккуб Акаст\0	a,	9C	E8	A9	-1
20420	u,Суккуб Акаст Турен\0	a,	9C	E8	A9	-1
20421	u,Суккуб Акаст Тилфо\0	a,	9C	E8	A9	-1
20422	u,Костяной Полководец Акаст\0	a,	9C	E8	A9	-1
20423	u,Костяной Стрелок Акаст\0	a,	9C	E8	A9	-1
20424	u,Костяной Повелитель Акаст\0	a,	9C	E8	A9	-1
20425	u,Костяной Солдат Акаст\0	a,	9C	E8	A9	-1
20426	u,Око Зла\0	a,	9C	E8	A9	-1
20427	u,Наблюдатель Око Зла\0	a,	9C	E8	A9	-1
20428	u,Патрульный Око Зла\0	a,	9C	E8	A9	-1
20429	u,Дозорный Око Зла\0	a,	9C	E8	A9	-1
20431	u,Призрак Эльфа\0	a,	9C	E8	A9	-1
20432	u,Эльпи\0	a,	9C	E8	A9	-1
20433	u,Гнойная Летучая Мышь\0	a,	9C	E8	A9	-1
20435	u,Опаловый Зверь\0	a,	9C	E8	A9	-1
20436	u,Приспешник Гноллов\0	a,	9C	E8	A9	-1
20437	u,Рекрут Гноллов\0	a,	9C	E8	A9	-1
20438	u,Генерал Гноллов\0	a,	9C	E8	A9	-1
20439	u,Офицер Гноллов\0	a,	9C	E8	A9	-1
20440	u,Матерый Бурый Лис\0	a,	9C	E8	A9	-1
20441	u,Матерый Длиннохвостый Лис\0	a,	9C	E8	A9	-1
20442	u,Матерый Волк\0	a,	9C	E8	A9	-1
20443	u,Матерый Рыжий Лис\0	a,	9C	E8	A9	-1
20444	u,Матерый Степной Лис\0	a,	9C	E8	A9	-1
20445	u,Пират Утанка\0	a,	9C	E8	A9	-1
20446	u,Орк Утуку\0	a,	9C	E8	A9	-1
20447	u,Стрелок Орков Утуку\0	a,	9C	E8	A9	-1
20448	u,Воитель Орков Утуку\0	a,	9C	E8	A9	-1
20449	u,Блуждающий Огонь\0	a,	9C	E8	A9	-1
20450	u,Реликтовый Оборотень\0	a,	9C	E8	A9	-1
20451	u,Реликтовый Скелет\0	a,	9C	E8	A9	-1
20453	u,Призрак Человека\0	a,	9C	E8	A9	-1
20454	u,Наблюдатель Забвения\0	a,	9C	E8	A9	-1
20455	u,Солдат Судьбы\0	a,	9C	E8	A9	-1
20456	u,Пепельный Волк\0	a,	9C	E8	A9	-1
20457	u,Солдат Зомби\0	a,	9C	E8	A9	-1
20458	u,Воин Зомби\0	a,	9C	E8	A9	-1
20460	u,Багровый Паук\0	a,	9C	E8	A9	-1
20461	u,Подземный Паук\0	a,	9C	E8	A9	-1
20462	u,Опасный Пещерный Паук\0	a,	9C	E8	A9	-1
20463	u,Стрелок Подземных Скелетов\0	a,	9C	E8	A9	-1
20464	u,Подземный Скелет\0	a,	9C	E8	A9	-1
20465	u,Степной Лис\0	a,	9C	E8	A9	-1
20466	u,Паук Хелицера\0	a,	9C	E8	A9	-1
20468	u,Орк Кабу\0	a,	9C	E8	A9	-1
20469	u,Стрелок Орков Кабу\0	a,	9C	E8	A9	-1
20470	u,Воитель Орков Кабу\0	a,	9C	E8	A9	-1
20471	u,Боец Орков Кабу\0	a,	9C	E8	A9	-1
20472	u,Главарь Бойцов Орков Кабу \0	a,	9C	E8	A9	-1
20473	u,Лейтенант Бойцов Орков Кабу\0	a,	9C	E8	A9	-1
20474	u,Паук Кхаши\0	a,	9C	E8	A9	-1
20475	u,Волк Кхаши\0	a,	9C	E8	A9	-1
20476	u,Клыкастый Паук Кхаши\0	a,	9C	E8	A9	-1
20477	u,Древесный Волк Кхаши\0	a,	9C	E8	A9	-1
20478	u,Опасный Паук Кхаши\0	a,	9C	E8	A9	-1
20479	u,Медведь Кхаши\0	a,	9C	E8	A9	-1
20480	u,Опасная Летучая Мышь\0	a,	9C	E8	A9	-1
20481	u,Бородатый Шакал\0	a,	9C	E8	A9	-1
20483	u,Мертвая Свеча\0	a,	9C	E8	A9	-1
20487	u,Крысолюд Курука\0	a,	9C	E8	A9	-1
